neutral	In the Monetary Council?s assessment, a cautious approach to monetary policy was still warranted.
dovish	Based on the inflation data for December, consumer prices showed historically low dynamics.
neutral	The Magyar Nemzeti Bank takes account of all factors influencing inflation developments on the horizon of monetary policy.
neutral	At the same time, it stated that there were two bidirectional uncertainties of the forecast. 
dovish	The decisions convey a positive signal to the banking system, the business community and households, by prompting a gradually downward trend in domestic currency lending costs and fostering economic activity.
dovish	While discussing the economic developments in Poland, Council members indicated that in 2013 Q1 economic activity had remained weak without signs of recovery.
dovish	Compared to the previous macroeconomic forecast from October last year, expected inflation and forecast-consistent interest rates had been revised downwards. 
neutral	It was also said that it was unclear whether wages would act in the inflationary or anti-inflationary direction.
neutral	In this context, some Council members pointed to the need to appropriately coordinate the fiscal and monetary policies in the period preceding Poland?s accession to the euro area.
dovish	The amount of the Hungarian Government Security Plus purchased had continued to be considerable, more than half of which had been registered as a new source of financing for the government sector.
dovish	Risks in this direction stemmed mainly from inflation, which had decreased faster at the start of this year than the CNB had expected.
neutral	The Council paid considerable attention to the prospects of economic growth.
hawkish	The positive turnaround in sentiment reflected the release of favourable macroeconomic data in the US.
dovish	The statistical data suggest a near stalemate in economic activity in 2012 from the previous year amid a drought-induced drop in agricultural production and protracted euro area recession, which hurt Romania?s net exports and industrial output.
dovish	At the same time, some members of the Council pointed out that rising unemployment might, due to the hysteresis effect, negatively affect the potential GDP growth in the coming period.
hawkish	The existence of a positive output gap and a further gradual widening of that gap this year, along with expectations regarding external economic developments and the effect of fiscal policy, had led to the economic growth forecast being increased above 6% for 2007. 
neutral	In today?s meeting, the NBR Board examined and approved the quarterly Inflation Report, which reiterates the outlook for the annual inflation rate to run over the medium term inside the variation band of the target, i.e. ñ1 percentage point around the 2.5 percent multiannual flat target, starting in the latter half of 2014. 
hawkish	The Board agreed that the situation as regards inflation, the labour market, the phase of the business cycle and other macroeconomic parameters fully justified raising interest rates.
hawkish	Other members of the Council emphasised that GDP is still rising faster than potential output, leading to a widening of the output gap and a rise in inflationary pressure.
neutral	The NBR Board has decided to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions.
neutral	At its meeting the Council also discussed developments in monetary and credit aggregates.
neutral	In the autumn months, inflation had been basically in line with the September Inflation Report projection.
neutral	At end-2015, foreign exchange reserves amounted to EUR 32 billion, similarly to the level recorded a year before, after making payments on public and publicly-guaranteed external debt service of about EUR 7.2 billion. 
dovish	The exchange rate, which had, on average, appreciated more markedly than forecasted during the third quarter, was also acting in a slightly anti-inflationary directio
hawkish	According to few Council members, an additional risk to inflation in the short term is the likely rise in prices of services and fees that are at the discretion of local government units.
dovish	Repayment burdens prompted households to adjust their balance sheets and, as a result, a further decline in domestic purchasing power could not be ruled out over the short term.
dovish	The latest assessments reconfirm the prospects for the annual inflation rate to remain subdued over the months ahead, in the vicinity of historical lows.
neutral	The opinion was expressed that it should not, as the asset price growth may be just a consequence of rapidly rising wealth coupled with limited investment opportunities.
hawkish	The fundamentals of the Hungarian economy were strong, and convergence to developed economies continued. 
hawkish	Meanwhile, the leu strengthened versus the euro due to an improved perception of foreign investors towards the Romanian economy.
neutral	The majority of Council members judged that, due to the uncertainty surrounding commodity prices which had a strong impact on the outlook for inflation, monetary policy should take a wait-and-see stance, leaving open the possibility of changing interest rates either up or down.
hawkish	It was said repeatedly that the higher wage growth, disposable income and consumption were generating appropriate inflation pressures.
hawkish	While addressing bank lending, some members of the Council pointed out that monthly increases in housing loans to households were close to the ones observed during the credit boom of 2007-2008, and the annual growth in those loans markedly exceeded disposable income growth considered neutral with respect to the risk of rising inflation.
neutral	There was a consensus that the appropriate response was to leave monetary policy rates unchanged at technical zero.
neutral	Several members noted that the effects of the various adverse shocks to consumer prices could reinforce each other. 
neutral	The monetary policy priority was to hit the inflation target at the forecast horizon, and that was not currently in any danger. 
dovish	The Board agreed that the external environment in particular was a source of sizeable anti-inflationary shocks.
dovish	The board members agreed that a worse course of the pandemic, longer lockdowns at home and abroad and an ensuing deterioration in the financial situation and sentiment of businesses and households were the main risk to the forecast.
dovish	The risk of a permanent increase in inflation expectations decreased considerably. 
neutral	It was also repeatedly said that the economy was in a situation of full employment and was close to its potential output level.
dovish	The unemployment rate was falling, but still exceeded its long-term level determined by structural factors.
hawkish	Vojtech Benda said that the economy had moved appreciably in the inflationary direction since the last meeting.
dovish	The majority of the Council members stressed that amidst declining inflationary pressure, monetary policy should focus more on counteracting excessive slowdown of economic growth, thus contributing to maintaining price stability in the medium term.
neutral	In the Council?s assessment, in the medium term the probability of inflation running above the inflation target had decreased to a certain degree due to the previously implemented monetary policy tightening and thus it was not necessary to change the interest rates at that meeting.
hawkish	The annual growth rate of credit to the private sector continued to pick up in June.
dovish	In the Monetary Council?s assessment, the monetary conditions established at the short end supported price stability, the preservation of financial stability and the recovery of economic growth in a sustainable manner.
dovish	According the new forecast a modest slowdown in economic growth and persisting low monetary policy inflation (i.e. consumer price inflation adjusted for the first-round effects of indirect taxes) could be expected. 
dovish	The volume of world trade was declining, which, combined with the announcements of further measures to increase trade barriers was reflected in the persistently weak performance of the industrial sector.
hawkish	This was because the economy had been operating above its potential output level for some time and would continue to do so according to the outlook.
dovish	Several Council members noted that they perceived continued downside risks to external inflation, particularly in the euro area, which could provide room for further cautious easing of policy.
neutral	The NBR Board has also decided to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions
dovish	The Bank aimed to ease monetary conditions and provide a corresponding degree of support to the economy through a decline in money market rates.
neutral	Members were unanimous in concluding that the baseline projection in the Report, which assumed that the current 6% level of official interest rates might ensure that inflation would come back to the 3% target in 2012 H2, should be taken as the starting point for a policy decision this month.
hawkish	At the same time, these members pointed out that the high growth of broad money supply observed for the last several years might indicate the persistence of inflationary pressure in the economy.
dovish	Other members argued that the decline of GDP growth in the coming quarters below the potential output growth would bring inflation down to the target in the medium term, while pointing out that the weakening of the economic activity in Poland might prove stronger than currently assessed which, coupled with the limited credit availability and market interest rates remaining at an increased level due to the turmoil in the international financial markets, might contribute to bringing down inflation below the target.
neutral	However, they emphasised that developments in the interest rate path are influenced by a number of factors which are external from the aspect of monetary policy, thus the present interest rate step does not mean any commitment with regard to future interest rate decisions.
hawkish	Inflation in the euro area and the US had risen since the beginning of the year.
dovish	While discussing the decision on interest rates, the Council assessed that the signs of stronger and faster than expected slowdown in the global and Polish economic activity combined with further decline in inflationary pressure spoke of lowering the NBP interest rates.
dovish	In the Council?s judgement, the significant reductions in interest rates so far and the volatile conditions in financial markets might justify changing the pace or extent of policy easing in the coming months.
neutral	Considering the various interest rate policy options, arguments for raising or maintaining the central bank base rate were largely in balance.
dovish	The productive capacity of the economy continued to be lower than optimal, with the output gap remaining negative.
hawkish	Both developments had potentially negative implications for inflation expectations, as the output gap might be smaller, which might entail more modest disinflationary effects.
hawkish	Another upside risk to inflation mentioned was expected developments abroad, where the primary upside factors included a rise in interest rates in the euro area, leading to a widening of the negative interest rate differential, and also an increase in expected economic growth.
dovish	It was said repeatedly that the drop in oil prices was a positive supply shock.
hawkish	Other Council members, however, assessed that the potential costs of delaying the interest rate rise outweighed possible benefits related to postponing the decision to change monetary policy parameters.
hawkish	According to Tom ? Nidetzk? and Tom ? Holub, the labour market was also generating robust inflation pressures.
neutral	Members agreed that it would be appropriate to send a signal to market participants about expected changes in the future conduct of interest rate policy.
hawkish	Those members assessed that in the conditions of the currently high production capacity utilisation, the dynamic growth of domestic demand creates a significant risk of inflation growing above the inflation target in the medium term.
neutral	In the discussion of the growth outlook for the domestic economy, it was said repeatedly that the government?s declared intention to ease its fiscal consolidation drive was relevant information.
hawkish	That, in turn, might make it difficult to anchor inflation expectations and add to the risk of second-round inflationary effects.
dovish	The Board also agreed that the appropriate response was to leave rates unchanged and to maintain them at technical zero over a longer horizon until inflation pressures increase significantly.
neutral	According to those Council members, current or forecast macroeconomic situation did not justify interest rate cuts.
dovish	While discussing the situation in the labour market, some members of the Council pointed to the persistent relatively high unemployment rate and a fall in unit labour costs in 2010 Q3 which limit the rise in wage pressure.
dovish	Weakening external activity was restraining the pace of price increase.
hawkish	The developments in core inflation reveal both the persistent excess demand and the ongoing effects of supply-side shocks.
hawkish	On the one hand, mention was made of the positive evolution of economic activity in the euro area, whose rate of growth had been rising in recent quarters.
hawkish	It was said that rising employment amid a falling number of full-time equivalent employees meant an increasing number of part-timers, which was a favourable factor.
dovish	Europe was described as being in a period of sustained low growth and burdened by numerous economic problems. 
hawkish	It was stressed that the major determinant of this core inflation pattern was the dynamics of excess aggregate demand and of its inflationary pressures, anticipated to be slacker than in the prior projection over the very short term and markedly faster thereafter, amid the relative step-up in the forecasted rate of quarterly GDP growth over the projection horizon, after the significant slowdown in 2016 H2.
neutral	The NBR Board has examined and approved the quarterly Inflation Report, a document that assesses the recent macroeconomic context, investigates the inflation outlook and identifies the main challenges and constraints to monetary policy in the period ahead.
hawkish	Workforce shortages could therefore increase pressures on inflation.
hawkish	The analysis of macroeconomic developments shows a continued fast increase in exports, also reflected in import flows, along with a sustained industrial output dynamics.
neutral	At the same time, some Board members mentioned the need for closer correlation of economic policy decisions in order to prevent adverse effects on the real convergence process.
dovish	Members judged that domestic economic developments were worse than thought previously, and that the most important components of domestic demand had not yet shown clear signs of a turnaround.
neutral	The subsequent return to conventional monetary policy would not imply appreciation of the exchange rate to the level recorded before the intervention regime started. 
dovish	Annual GDP growth had been 2.2% in Q2, i.e. 0.3 percentage point lower than forecasted. Annual inflation had been 1.7% in August, i.e. 0.4 percentage point lower than forecasted.
hawkish	Inflation had risen further in 2017 Q1, entering the upper half of the tolerance band around the CNB?s target. 
neutral	In quarter-on-quarter terms, economic activity had increased in line with the forecast.
dovish	It was indicated that the ECB launched the first conditional liquidity provision operations to banks in September and announced the start of asset purchases in 2014 Q4.
dovish	The spread of the virus could again lead to a deterioration in global growth prospects and an increase in risk aversion in emerging markets.
dovish	Overall, most Monetary Council members shared the view that the favourable developments in inflation, labour market developments indicating decreasing risks of inflation and the decline in the risk premium allow a cautious interest rate cut.
hawkish	The MNB would sterilise the liquidity provided under this programme by a preferential deposit facility bearing interest at the central bank base rate.
dovish	At the meeting, the prevailing view was that the probability of inflation running below the inflation target in the medium term was higher than the probability of inflation running above the target.
hawkish	The latter was expected to witness a strong acceleration, albeit unevenly distributed over the projection horizon, with the forecasted annual adjusted CORE2 inflation rate rising more slowly in 2017 than in the previous projection, yet at a faster pace in the second part of 2018.
neutral	Several members emphasised that the uncertainty concerning inflation will last as long as more accurate information concerning the trends on the labour market and inflation-related outlooks are not available, which requires a cautious interest rate policy.
neutral	The Council kept the interest rates unchanged.
hawkish	In the subsequent debate about inflation expectations, it was said that a period of high inflation and of waiting for an appreciation to materialise can lead to volatility of inflation expectations.
hawkish	Most Council members considered the current GDP growth to be higher than the potential output growth.
neutral	However, members were divided over the assessment of the latest inflation data.
neutral	However, the prevailing opinion was that inflation expectations were well anchored and that the rise in headline inflation due to the VAT changes would be only temporary, as evidenced by historical experience.
neutral	It was said several times that it would be wrong to overestimate the effect of volatile items on the inflation outlook.
dovish	Some Council members thought that in parallel with the appreciation of the real exchange rate, economic prospects had further deteriorated in the previous period due to decreased export demand and increased import competition, which may lead to higher unemployment.
hawkish	It was said that this recovery might speed up the recovery in Czech exports and growth in European consumer prices and foreign interest rates relative to the new forecast. 
hawkish	A high wage growth in enterprises can also lead to accelerated wage growth in the public sector, where only slight productivity growth was observed, which would be conducive to increased inflation.
dovish	The strong domestic inflation pressures, which had been amplified by one-off factors at the start of the year, would fade quickly.
hawkish	Moreover, the administered price increases will lead to a temporarily faster growth of annual inflation rate in July.
hawkish	In the discussion about the labour market situation, it was reasoned that high wage growth and growing unit labour costs continued to be major risk factors to inflation in the medium term.
dovish	Practically all components of GDP had been lower than forecasted.
dovish	In this context, it was mentioned that a rise in household savings accompanied by falling consumption represented a downside risk to inflation.
hawkish	A return of inflation to a downward trajectory compatible with achieving the medium-term disinflation objectives and the progress in the nominal and real convergence process requires tighter monetary policy and increased consistency of the entire economic policy mix.
dovish	In the opinion of some Council members, the risk of a global recession recurring has increased in recent weeks.
dovish	At the close of the meeting the Board decided by a majority vote to lower the CNB two-week repo rate.
hawkish	The unemployment rate had been at its historical low.
hawkish	Under these circumstances, further consolidation of monetary policy restrictiveness through an appropriate dosage of its instruments is needed, as well as stronger support from other components of the economic policy mix.
dovish	It was said that risks towards a need for easier monetary conditions had already been identified when the forecast was being discussed six weeks earlier and that the new data were strengthening this need. 
dovish	The level of output would remain below its potential over the entire period.
hawkish	In addition, the negative output gap closing earlier than previously expected might also imply higher future inflation.
hawkish	It was noted that the annual inflation rate had posted a faster-than-forecasted rise during Q3 too, and that, in the absence of all changes in indirect taxes, excise duties and non-tax fees and charges, it would have stood at 2.6 percent in September, marginally above the midpoint of the flat target. 
dovish	Looking at domestic developments, statistical indicators reveal the persistence of negative output gap.
hawkish	The slightly positive inflation had been due to the return of administered prices to annual growth and to still markedly positive adjusted inflation excluding fuels. 
neutral	The new forecast was based on an assumption of flat market interest rates at their current very low level and the use of the exchange rate as a monetary policy instrument until 2015 Q3.
hawkish	At the same time, GDP growth figures for the second quarter had been revised upwards. 
hawkish	In the discussion that followed the presentation of the situation report, the Board assessed the risks to the current inflation forecast for the rest of this year as being inflationary.
dovish	The Monetary Council would launch the FGS fix with a total amount of HUF 1,000 billion in early 2019.
hawkish	The dynamic expansion in corporate and household lending had contributed significantly to last year?s strong economic growth. 
neutral	Opinions were also expressed that increases in indirect taxes would not have to affect consumer prices to the full extent. 
neutral	The Council expected the inflation rate to remain around zero per cent on average this year, before rising gradually to levels around the medium-term target in the course of next year.
dovish	The board members agreed that the overall balance of risks to inflation was clearly on the downside and that the new information received since the previous monetary policy meeting and since the completion of the new forecast was tending towards a more significant reduction of interest rates.
neutral	The forint had appreciated against the euro.
neutral	It was said several times that the situation was little changed from the previous situation report from the economic perspective.
hawkish	The most recent data and business surveys point to an ongoing expansion of consumer demand, amid the fiscal stimuli and rising household income. 
hawkish	Nevertheless, domestic developments also pointed to a higher inflation path. 
hawkish	In the case of energy sources, the rise in prices had been extraordinarily high.
neutral	The rate of growth of the Czech economy had stayed at 2.4% in Q3.
hawkish	The growth in household consumption was generating stable inflation pressures.
dovish	Amid a broad-based sell-off, bond markets in the advanced economies had also been affected by episodes of heightened tensions and liquidity squeeze, while financial markets in emerging economies had seen substantial capital outflows. 
hawkish	Additionally, high growth in Asian economies whose demand might constitute a factor stimulating recovery in the economies being Poland?s major trading partners was stressed.
dovish	In the Council?s judgement, the Hungarian economy was characterised by significant unused capacity, and inflationary pressures were likely to remain moderate over the medium term.
neutral	Members judged that recent domestic activity data were in line with the central inflation projection. 
dovish	The slowdown in external demand was already reflected in domestic macroeconomic data.
hawkish	 Members agreed that CPI inflation in June and July had been higher than previously expected, as a result of higher unprocessed food prices and the increase in excise duties in the course of the year.
neutral	The consumer price index was likely to remain near its current level over the remainder of this year.
neutral	Following discussion of the latest macroeconomic news and financial market developments, the only proposition offered to the Council was to maintain interest rates. 
hawkish	Industrial production had risen again in June; and the sector?s performance was expected to be buoyant in 2017 as a whole.
neutral	The three-month, fixed-rate central bank deposit would be the Magyar Nemzeti Bank?s main policy instrument from 23 September 2015, replacing the two-week deposit facility. 
dovish	The Council decided to lower the NBP interest rates.
neutral	The risks related to the outlook for inflation appeared to be balanced. 
neutral	In connection with the baseline projection in the June Report, the Monetary Council had identified three alternative scenarios which might significantly influence the future conduct of monetary policy.
hawkish	In parallel with the tightening of interest rate conditions, the Monetary Council continued to phase out the instruments having an effect at longer maturities. 
hawkish	Board members then analysed, also from the perspective of monetary transmission, the pronounced uptrend in interbank money market rates towards end-Q3, noting that it had partly stemmed from the upward revision of inflation expectations and the stronger expectations on the adjustment of the monetary policy stance, inter alia in light of international financial market developments.
neutral	The monetary conditions were broadly neutral overall.
dovish	In our region, the decision-makers at the Czech and the Polish central banks had cut the policy rates to close to zero as well.
neutral	In view of the elevated uncertainty surrounding economic and financial developments, the NBR Board also decided to suspend the previously announced calendar of monetary policy meetings and hold monetary policy meetings whenever necessary for an indefinite period.
neutral	Some members of the Council believed that available data ? including higher than expected GDP growth in 2009 Q2 and inflation remaining above the target and above the June projection ? as well as further improvement in the outlook for economic activity justified the assessment that the probabilities of inflation running above and below the inflation target in the medium term were roughly equal.
dovish	In the euro area, market expectations on the interest rate path had shifted down.
dovish	The low inflation had been due to a continuing decline in administered prices and subdued inflation in the euro area. 
hawkish	It was said several times that only the first signs of recovery were being observed and that these signs could be slightly stronger in the outturns of some indicators than had been forecasted.
neutral	There was a consensus that there was no need to change monetary policy.
neutral	Aside from the evolution of international oil and agri-food prices, developments in administered prices were also deemed relevant.
neutral	Following the review of macroeconomic information and the situation of the financial market, it was proposed that the base rate of interest should be maintained.
dovish	In the Monetary Council?s judgement, the Hungarian economy was in recession and external and domestic factors both pointed to weak growth in the period ahead.
neutral	The US Fed and the ECB had made decisions in diverging policy directions in December.
dovish	It was said that the decline in net exports was also hardly a signal of sustained domestic economic recovery. 
hawkish	While discussing the current inflation, some members of the Council also pointed out that inflation remaining above the upper limit for deviations from the inflation target was mainly connected with the previously effected increases in regulated prices and rising unprocessed food prices.
neutral	In the discussion that followed the presentation of the situation report, it was said repeatedly that the data that had been published since the last situation report did not represent significant deviations from the forecast from the perspective of inflation pressures.
hawkish	The external environment features a relative consolidation in investor confidence, as a result of measures implemented by major central banks.
hawkish	The vaccination coverage rate of Hungary?s population was at the top in the European Union, which had provided a good foundation for restarting economic life.
neutral	A majority of the board members did not regard the evolution of the labour market as a risk for inflation.
dovish	It was argued that if the economic growth in the external environment of the Polish economy fell short of previous expectations, then lower growth of Polish exports should be expected and, consequently, also lower economic growth and lower inflationary pressure.
dovish	At the same time, it was assessed that subsequent quarters would see a downward trend in GDP growth which was suggested by macroeconomic data for April 2009.
hawkish	The policy stances of the world?s leading central banks had become tighter.
neutral	At the meeting, the Council also discussed current and expected inflation developments.
dovish	On the other hand, however, it was said that the lower-than-expected inflation, even though resulting from a change in the basket structure, was a downside risk of the forecast, or a risk of non-fulfilment of the inflation target.
hawkish	The risks associated with an increase in wages not being supported by sufficient progress in productivity and a possible easing of fiscal policy require the maintenance of a prudent monetary policy stance.
neutral	Council members were in agreement that anchoring inflation expectations continued to be a key task for monetary policy in the current environment and that 2008 wage developments would play a major role in this regard.
neutral	The majority of members present at the meeting agreed that the outlook for inflation was basically favourable, similarly to earlier months.
dovish	The broader analysis of economic developments shows a relative slowdown of economic growth, attributable to the negative supply-side shock triggered by farming sector output, with consumption remaining at unsustainable levels, as also revealed by the persistent worsening of Romania's external deficit.
dovish	Headline inflation had risen in 2009 Q4, but had remained below the lower boundary of the tolerance band around the inflation target.
neutral	The average interbank money market rate has approached the monetary policy rate.
neutral	The presentation of the new macroeconomic forecast was followed by a discussion of the risks and uncertainties associated with the forecast.
hawkish	 Upside risks to the outlook for inflation had generally increased.
hawkish	Favourable economic developments had been reflected in the fact that the international rating agencies S&P and Fitch Ratings had upgraded Hungary?s debt rating.
hawkish	The annual inflation rate will remain in the upcoming period above the upper limit of the variation band around the 2008 target.
dovish	Monetary Council members agreed that there had clearly been a reduction in investors? perceptions of risks in March, which made it possible for the Council continue the easing cycle justified by macroeconomic fundamentals.
neutral	Those Council members stated that wage growth in enterprises remained moderate, especially against the background of labour productivity growth, and was consistent with inflation stabilising at the inflation target.
dovish	The persistently low cost environment contained the increase in the consumer price index.
dovish	When discussing recent developments in the economic activity, Board members pointed out the stronger-than-forecasted slowdown in third-quarter growth ? with annual GDP dynamics decelerating to 4.4 percent from 6 percent in Q2 ?, entailing a likely halt in the advance of excess aggregate demand during that period, contrary to expectations. 
dovish	Both headline and monetary policy-relevant inflation had decreased in Q4, remaining well below the lower boundary of the tolerance band around the target.
neutral	Developments in macroeconomic indicators show the evolution of inflation in line with the central bank?s forecasts.
neutral	Against that background, Board members underlined again the need for a balanced macroeconomic policy mix to avoid the overburdening of monetary policy, with undesired effects in the economy. 
neutral	The Board agreed that the external economy was a source of even greater uncertainty than the domestic economy.
hawkish	Growth in economic activity was also being significantly aided by an increase in investment in the private sector. 
neutral	These developments are in line with the previous forecasts of the annual inflation rate returning and subsequently remaining inside the variation band of the flat 2.5 percent target.
hawkish	At the close of the meeting the Board decided unanimously to increase the two-week repo rate.
hawkish	While discussing the NBP interest rate policy, members of the Council agreed that the current assessment of the outlook for economic growth and inflation justified the continuation of monetary policy tightening in a previously assumed scale. 
hawkish	Board members remarked that the latest economic developments indicated a slight pick-up in quarterly GDP dynamics in 2016 Q4, implying the resumed growth of excess aggregate demand and of the ensuing inflationary pressures.
neutral	The prudent monetary policy stance throughout 2012 was aimed at anchoring inflation expectations via a steady dosage of the instruments available to the central bank and strengthening the prospects for the annual inflation rate to remain close to the medium-term target.
neutral	The ongoing prudent stance of the monetary policy, including an optimal dosage of the instruments available to the central bank, and the observance by the other components of the macroeconomic policy mix of the commitments agreed under the multilateral external financing arrangement are essential to ensure a sustainable disinflation and fulfilment of medium-term objectives.
neutral	Several members thought that the risks to inflation had not increased in recent months, and therefore further policy tightening was not needed at the current meeting.
dovish	Balance-sheet deleveraging by economic agents would continue, with consumption and investment likely to fall further, mainly due to tight credit conditions and the uncertain business environment, followed by a gradual recovery from 2014. 
hawkish	The exchange rate of the koruna, which was weaker than forecasted, was repeatedly mentioned as the most significant inflationary factor.
neutral	Moreover, Board members underlined the need for a balanced macroeconomic policy mix to avoid the overburdening of monetary policy, with undesired effects in the economy; a balanced policy mix was also necessary for the orderly adjustment of the current account deficit. 
dovish	Based on the votes cast, the Monetary Council decided to cut the central bank base rate by 25 basis points to 7.75%. 
dovish	The prevailing view in the discussion was that there were anti-inflationary risks of lower economic growth abroad owing to the fiscal situation in certain indebted euro area countries. 
hawkish	However, based on the latest projections issued by international organisations, high food prices could persist for some time compared to earlier expectations, which, in turn, could have adverse effects on domestic inflation developments.
hawkish	Board members also noted the influences arising from the dynamics of some international agri-food commodity prices and from the relative weakening of the leu versus the euro, as well as from the likely indirect effects of the increases in the oil price and the prices of some utilities, inter alia in the context in which short-term inflation expectations had been more firmly adjusted upwards in the course of Q4.
dovish	In the discussion that followed the presentation of the situation report, the Board agreed that anti-inflationary factors had accumulated since the previous situation report and that no significant upside risks to inflation were apparent over the entire forecast horizon. 
neutral	The Magyar Nemzeti Bank?s single anchor is inflation.
hawkish	Against this, however, the prevailing view was that the new labour market data confirmed the forecast assumptions of an upswing in wage growth and nominal unit wage cost growth.
neutral	The external environment was marked by deteriorating prospects of global economic activity against the background of increased investor risk aversion and of the uncertainties surrounding a sustainable resolution of the euro area sovereign debt crisis.
neutral	Yields on domestic long-term government securities had not changed notably since the previous policy decision. 
neutral	The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and inflation outlook, as well as the main challenges and risks to monetary policy in the coming period.
