hawkish	The economic growth sped up to 4.3 percent (annual change) in 2016 Q1, following the rapid expansion of domestic absorption, mainly of consumer demand, amid higher incomes of households, the easing of the fiscal policy stance and the consolidation seen by the dynamics of private sector credit.
neutral	However, the prevailing opinion was that inflation expectations were well anchored and that the rise in headline inflation due to the VAT changes would be only temporary, as evidenced by historical experience.
hawkish	Following the analysis, Board members found that the current context called for further adjustment of the monetary policy stance via an increase in the monetary policy rate by 0.25 percentage points, to 2.00 percent.
dovish	The volume of world trade was declining, which, combined with the announcements of further measures to increase trade barriers was reflected in the persistently weak performance of the industrial sector.
dovish	At the same time, aggregate demand deficit and the declining annual lending to the private sector both persist.
neutral	Following an assessment of the new forecast taking into account the need to continue disinflation in the medium term, in line with the euro adoption calendar as well as of the medium-term risks and uncertainties related to the inflation outlook, especially the factors outside the central bank's authority, the NBR Board has set the 2009 inflation target at 3.5 percent, with a target band of +/- one percentage point.
neutral	The prevailing view was that negative rates were not an appropriate tool for easing monetary conditions and hence for influencing inflation directly at the monetary policy horizon.
hawkish	It was said that information from the labour market was confirming the forecast of strong domestic demand growth, and the observed growth of the money supply was also mentioned as an upside factor.
dovish	Consequently, the first interest rate hike had been shifted to a later date.
neutral	Sentiment in global financial markets had been volatile since the Council?s latest interest rate- setting decision, mainly influenced by the outcome of the referendum on EU membership in the United Kingdom and uncertainty around the country?s exit from the EU.
hawkish	Consumption growth continues to be supported by rising employment and robust consumer sentiment.
dovish	It was also indicated that deteriorating financial situation of enterprises was hindering their investment activity.
hawkish	Industrial production had risen again in June; and the sector?s performance was expected to be buoyant in 2017 as a whole.
neutral	The situation report did not identify any major downside risks to inflation.
neutral	Future measures would be influenced by developments in the outlook for inflation over a 5-8 quarter horizon, which was assessed by the Monetary Council with special attention quarter to quarter. 
hawkish	Several members agreed that the improvement in the global growth outlook pointed to a possible increase in the risk of imported inflation through a faster-than-expected rise in oil and commodity prices.
neutral	The turmoil on global financial markets and the approval of the fiscal reform were identified as events raising the uncertainty of the decision-making process above its usual level.
dovish	By contrast, the construction industry was still in decline as a result of a continued fall in infrastructure investment.
hawkish	While assessing the outlook for economic growth in Poland, it was pointed out that the growth of retail sales and industrial output in February were significantly higher then expected.
neutral	The majority of the Council members assessed that stabilisation of the NBP interest rates was likely in the following quarters, since ? given the available information ? it had been helping to keep the Polish economy on a sustainable growth path and maintain macroeconomic balance. 
neutral	After the discussion, the Chairman invited members to vote on the three propositions.
dovish	In year-on-year terms, GDP had continued falling, doing so faster than the forecast had assumed.
neutral	In 2016 Q4, both headline and monetary policy-relevant inflation had risen sharply and returned to the tolerance band around the CNB?s target. 
hawkish	Against this backdrop, Board members referred to the faster-than-expected pick-up in economic growth in 2016 Q4, to 4.7 percent year on year, against 4.3 percent in the previous quarter, implying a likely wider-than-anticipated reopening of the positive output gap.
dovish	It was pointed to a strong decline in the growth of corporate and mortgage loans.
neutral	Maintaining interest rates improved the Bank?s credibility and predictability and fitted well with the Council?s earlier communication.
neutral	Moving on to discuss inflation developments, Council members agreed that inflation was primarily shaped by temporary effects.
neutral	The board members agreed that the Chinese coronavirus epidemic was a completely new external uncertainty, but their views of this uncertainty differed in intensity.
dovish	Board members remarked that, in Q1, economic expansion had witnessed a stronger-than-anticipated loss of momentum in annual terms.
hawkish	The risks associated with an increase in wages not being supported by sufficient progress in productivity and a possible easing of fiscal policy require the maintenance of a prudent monetary policy stance.
dovish	Other members proposed that it should be cut by 25 basis points. 
neutral	The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and inflation outlook, as well as the main challenges and risks to monetary policy in the coming period.
dovish	In particular, the outlook for the euro area was deteriorating, interest rates were falling around the world, and prices of commodities, energy-producing materials and food were decreasing sharply.
neutral	In the Council?s judgement, based on the above factors, there was no material inflationary pressure in the economy, and therefore an accommodative stance of monetary policy was warranted in order to achieve the inflation target over the medium term.
dovish	Looking forward, companies? efforts to rebuild profitability, loose labour market conditions and the adjustment of inflation expectations were expected to lead to moderate earnings growth.
hawkish	Going forward, this could be reflected in higher productivity and competitiveness.
neutral	Aside from the evolution of international oil and agri-food prices, developments in administered prices were also deemed relevant.
dovish	The domestic economy was continuing to decline from the peak of the business cycle.
hawkish	In addition, the negative output gap closing earlier than previously expected might also imply higher future inflation.
dovish	The significantly lower-than-expected core inflation excluding indirect tax effects and the effects of the slowdown in European economic activity indicated a strengthening in downside risks to the longer-term outlook for inflation.
hawkish	By contrast, the recommendations for wage increases, agreed at the National Interest Reconciliation Council, and rises in the price of oil were exacerbating the upside risks to inflation.
dovish	Some members of the Council pointed out that the structure of economic growth in 2010 Q1, including the high share of inventory build-up, might signal slower GDP growth in the months to come.
hawkish	Council members were unanimous in arguing that due to a shift in achieving the inflation target and the persistence of upside risks surrounding the outlook, it was necessary to continue the cycle of interest rate hikes and to tighten monetary conditions by using several instruments.
dovish	The effects of the global financial and economic crisis are increasingly reflected by the reduction of both exports and external financing, an increased volatility on the domestic foreign exchange market, in line with regional trends and by lack of investor risk appetite.
neutral	Looking forward, the Bank would adjust the monetary conditions necessary to achieve the inflation target in a sustainable manner by creating an optimal combination of two of its instruments: swaps providing forint liquidity and the interest rate corridor. 
hawkish	At the same time, however, Board members voiced concern over the risk that the strong inflation bout driven by supply-side shocks might trigger significant side effects via the worsening of medium-term inflation expectations and implicitly compound the efforts and costs of bringing inflation back under control, especially amid growing pressures from fundamentals. 
dovish	Economic growth would slow in the remainder of 2011 and further in 2012, mainly in response to a contraction in external demand and owing to fiscal consolidation.
neutral	Economic activity might begin to normalise from the second quarter of 2021 as the coronavirus vaccine became widely available.
neutral	External growth was returning, but there was a risk of renewed slowdown. 
neutral	After the presentation of the April situation report, the Board discussed the new forecast.
dovish	The annual increase in real terms of credit to the private sector has moderated under the impact of reduced access of banks to external financing, of a gradual reduction of the excess liquidity in the banking sector, as well as of increased prudence of banks amid growing uncertainties related to the effects of the global crisis on the Romanian economy.
hawkish	Several members noted that the rise in international commodity prices and global inflationary pressures played a major role in this development, which, however, could be even more sustained than assumed in the May Report.
dovish	While addressing the labour market situation, members of the Council pointed to persisting unfavourable trends, including in particular the growth in registered unemployment and the continuing negative annual employment growth, as well as the decline in real wages in the enterprise sector in October 2009.
dovish	While discussing the decision on interest rates, some Council members assessed that further deterioration in the outlook for global economic growth, including the recession observed in Poland?s major trading partners, the signs of considerable decline in economic activity in Poland in subsequent quarters and the resulting anticipated significant lowering of the inflationary pressure in the medium term justified easing the monetary policy at the Council?s November meeting.
neutral	One member commented that price stability had already been achieved and inflation over the forecast horizon was expected to be in line with the inflation target set by the Bank under the MNB Act.
dovish	The persistently low inflation environment might provide a firmer anchor for inflation expectations. 
hawkish	Some Council members pointed to the fact that international institutions had increased their forecasts of Poland?s GDP growth for 2011.
neutral	The external environment was marked by deteriorating prospects of global economic activity against the background of increased investor risk aversion and of the uncertainties surrounding a sustainable resolution of the euro area sovereign debt crisis.
hawkish	In a discussion about domestic economic developments, there was a consensus that the growth of the domestic economy could be regarded as robust and sustainable.
dovish	Some members of the Council pointed out that the crisis in the housing market and financial markets would contribute to a significant drop in consumer demand in the US economy.
dovish	Looking at economic activity, reference was made to the stronger-than-expected deceleration of GDP growth in 2016 Q3, given the slower increase in domestic demand, on account of the slowdown in household consumption and gross fixed capital formation.
neutral	Specifically, the NBR Board unanimously decided to keep the monetary policy rate at 1.75 percent per annum; in addition, the Board unanimously decided to maintain at ñ1.50 percentage points the symmetrical corridor defined by the interest rates on the standing facilities around the policy rate, to further pursue adequate liquidity management in the banking system, as well as to leave unchanged the minimum reserve requirement ratio on leu-denominated liabilities of credit institutions.
hawkish	The adjusted monetary policy stance should ensure a firm and sustainable anchoring of inflation expectations at low levels, in order to limit the temporary rise of aggregate prices and bring annual price growth as fast as possible within the medium-term disinflation trajectory agreed with the government.
dovish	At the same time, some Council members indicated that inflationary pressures remained low in the major developed economies, where core inflation fell in April 2010 to historically low levels.
hawkish	Several members noted that the food and oil price shocks might well lead to stronger inflationary pressures over a sustained period and that upside risks to inflation had increased relative to the November projection.
neutral	Leaving monetary policy rates unchanged should be enough to enable monetary-policy relevant inflation to return into the lower half of the tolerance band around the inflation target at the forecast horizon.
dovish	The inflation outlook reveals a slowdown trend in the year-on-year inflation rate starting August as a result of a base effect as well as of the maintenance of restrictive monetary conditions.
dovish	The emergence of the coronavirus was likely to increase uncertainty in the coming months, which could lead to a deterioration in global growth prospects again and an increase in risk aversion in emerging markets.
dovish	The labour market was still being affected by the fading recession. 
neutral	The Board agreed that the risks to the inflation forecast were balanced.
dovish	Nevertheless, the negative output gap is persisting, and the revival of loans to the private sector is still modest, also as a result of banks? pro-cyclical behaviour reflecting uncertainties and risks related to the sovereign debt crisis in the euro zone and the mixed signals on world economy recovery.
hawkish	The upside risks of the new forecast included potentially faster growth in commodity and food prices.
neutral	In the discussion of the growth outlook for the domestic economy, it was said repeatedly that the government?s declared intention to ease its fiscal consolidation drive was relevant information.
dovish	The initial inflationary pressures stemming from the domestic economy were not significant at present, owing to weak domestic demand and low wage growth.
dovish	Based on employment data, labour market conditions had eased.
hawkish	Most Council members were of the opinion that it is necessary to tighten monetary policy, yet there were different views on the right timing of the interest rates increase.
dovish	Several other members, however, were of the view that, based on the latest data, labour market conditions had eased further and the fall in corporate profitability would be able to effectively control the outcome of wage negotiations.
hawkish	This was suggested by the increase in underlying inflation in recent months, which might be explained by the fact that economic agents? inflation expectations may have increased, due to the protracted period of above-target inflation and the continuing cost shocks to the economy.
hawkish	Year-on-year inflation climbed to 4.96 percent in August, close to the upper limit of this year's target band, due to a significant increase of food prices and a correction of the leu's exchange rate against the background of recent turbulences on the world financial markets.
dovish	By contrast, the ECB had decided to extend its quantitative easing programme.
hawkish	Credit markets had continued to expand strongly even in international comparison.
dovish	Board members noted that the annual adjusted CORE2 inflation rate would likely be stuck to a downtrend over the months ahead and would fall to 2.5 percent in December 2018, slightly below the previously-projected level, amid relatively heftier disinflationary influences from prices of some agri-food commodities.
neutral	Views were divided on investors? current judgement about the Hungarian economy.
neutral	The NBR Board has examined and approved the quarterly Inflation Report, a document that assesses the recent macroeconomic environment and the inflation outlook, and identifies the main challenges and risks to monetary policy in the coming period.
hawkish	In the coming quarters, domestic demand was still likely to be the main engine behind growth.
hawkish	In the opinion of some members of the Council, tight labour market reflected in the rapid decline in unemployment rate and a swift labour demand growth would not diminish significantly in the time to come due to economic emigration of Poles and persisting differences in the level of wages between Poland and Western European countries.
hawkish	In parallel with the tightening of interest rate conditions, the Monetary Council continued to phase out the instruments having an effect at longer maturities. 
neutral	The uncertainty surrounding this outlook arises from both the external environment ? mostly from the geopolitical tensions in the region, the situation in Greece and the euro area, and from the growing divergence between the monetary policy stances pursued by major central banks worldwide ? and the domestic environment.
neutral	In this context, the influence of fundamental factors as well as trends in the international financial markets was considered, including, among others, interest rate disparity, current account balance, outlook for economic growth, inflow of foreign direct investment, EU funds and transfers of earnings made by economic migrants as well as global liquidity and investment strategies of world financial market participants.
hawkish	The NBR carefully calibrated the monetary policy instruments, also by shifting from firm to adequate liquidity management, which led to an improvement of liquidity conditions on the money market and hence drove interbank rates considerably lower.
hawkish	On the whole, international investor sentiment had been favourable in the period since the Council?s latest interest rate decision.
neutral	The Magyar Nemzeti Bank?s single anchor is inflation.
dovish	It was also said that in the short term the increased uncertainty would lead to a downturn in investment activity. 
neutral	Inflation expectations had remained anchored.
hawkish	Unit wage costs industry-wide had also risen at a swifter annual pace in the first month of this year ? as the growth rate of labour costs had accelerated considerably faster than that of productivity ?, so a protraction of this trend should be examined also in terms of price competitiveness of Romania?s exports.
hawkish	Several members noted that inflation was likely to rise only temporarily at the beginning of this year due to the increase in indirect taxes.
hawkish	The improvement in economic activity in Romania has further been fostered by export growth and the favourable performance of the industrial sector, as well as by the gradual consolidation of consumption.
hawkish	They emphasized that the balance of risks for short-term NBP inflation forecasts was asymmetrical and pointed to a greater risk of higher inflation than would follow up from the central path. 
hawkish	In this context, Board members noted that, in the first two months of 2016 Q4, private sector credit had continued to grow, this time mainly due to the performance of loans to non-financial corporations. 
dovish	The prevailing view was that the economy did not currently have room for higher wage growth given the pessimism of domestic economic agents about the future economic situation.
neutral	The major risks associated with the current projection relate to the lingering uncertainty surrounding external developments, generated by the situation in Greece and in the euro area, by regional geopolitical tensions, and by the divergence between the monetary policy stances of major central banks worldwide.
hawkish	Most Council members considered the current GDP growth to be higher than the potential output growth.
hawkish	The historically high investment rate was expected to continue rising on the forecast horizon.
neutral	Looking ahead, Hungarian economic growth might continue in a more balanced pattern than previously.
hawkish	The nominal exchange rate was identified as an upside risk to inflation. 
dovish	The deflationary tendencies on the labour market were also posited as a possible explanation of the observed decline in wages in 2013 Q4.
hawkish	On the labour market, the number of vacancies was rising and the general unemployment rate was falling at a steady, albeit gradual, pace.
hawkish	Retail sales data were judged to indicate sustained consumer demand expansion, at a rate close to that observed in the previous quarters.
hawkish	Some of the board members expressed the opinion that the unexpectedly higher growth in household consumption could represent an upside risk to inflation.
dovish	However, the real annual dynamics of credit to the private sector remained in negative territory, against the background of the contraction in foreign currency credit (stocks) and the ongoing operations to remove non-performing loans from credit institutions? balance sheets.
neutral	Nonetheless, a majority of the board members agreed that the slowdown in industrial production growth and the drop in exports were temporary.
dovish	The ECB would launch a new series of quarterly targeted longer-term refinancing operations (TLTRO-III) to improve the effectiveness of monetary policy transmission and to maintain favourable bank lending conditions.
hawkish	In the discussion about interest rates, a majority of the board members agreed that the monetary policy tightening decision had moved much closer since the last meeting.
neutral	At the start of the meeting, the Board was informed about the latest macroeconomic indicators.
dovish	At the close of the meeting the Board decided by a majority vote to lower the CNB two-week repo rate.
hawkish	The new decline in the unemployment rate to 5.0 percent in September was also referred to. 
dovish	The MNB would continue to set the one-week deposit rate at weekly tenders, in response to the increase in risk aversion vis-a-vis emerging markets.
hawkish	It was concluded, on the other hand, that the action of fundamentals would probably be slightly more inflationary over the short time horizon than previously anticipated, given the somewhat stronger pressures expected to be exerted by aggregate demand, wage costs and short-term inflation expectations.
dovish	Some members of the Council emphasized that intensified financial-market turmoil driven by fiscal imbalances in some Western European countries and potential problems faced by financial institutions from European countries could be a more significant threat to domestic economic growth than the absence of clear signs of economic recovery in the euro area.
hawkish	At the close of the meeting the Board decided to increase the CNB two-week repo rate by 0.25 percentage points to 2.75 %, effective 1 June 2007.
neutral	Attention was also paid to the fact that no further interest rate cuts were implemented by central banks of Central and Eastern Europe.
dovish	In turn, few Council members assessed that the current level of the NBP interest rates ? given the signs of a possible significant economic downturn and the risk of inflation falling below the target in the medium term ? is too high and thus may lead to excessive deceleration of economic growth.
neutral	The international reserves remain in a comfortable zone while a substantial part of the IMF loan under the 2009-2011 arrangement has been repaid.
neutral	The Board discussed the outlook for net exports in relation to the recovery in external economic activity.
hawkish	In the fourth quarter of 2020, the performance of the global economy had been more favourable than expected. 
dovish	During the discussion it was pointed out that 2007 Q4 brought a decline in enterprises? profitability rate of gross turnover.
hawkish	It was said several times that only the first signs of recovery were being observed and that these signs could be slightly stronger in the outturns of some indicators than had been forecasted.
neutral	The Board discussed domestic economic developments and their effect on inflation.
hawkish	Inflationary pressures have been amplified by persistent excess demand as a consequence of strong wage increases and fast growth of credit to the private sector.
dovish	The analysis of the latest macroeconomic developments shows a continuation of the disinflation process and a slowdown of economic growth amid lower investment expansion, especially in the construction sector, diminished industrial output and reduced export orders. 
neutral	The presentation of the new macroeconomic forecast was followed by a discussion of the risks and uncertainties associated with the forecast.
dovish	As was the case in earlier months, the majority of members thought it was likely that, after the unwinding of the supply shocks hitting Hungary, inflation would revert to levels consistent with price stability.
hawkish	Therefore, in order to ensure price stability, prevent second-round inflationary effects and anchor inflation expectations, a continuation of the cycle of interest rate hikes with a firm step was warranted.
dovish	On another argument, however, core inflation was lower than the path outlined in the November projection, due to the slower pass-through of the unprocessed food price shock, which was positive news in terms of the longer-term outlook for inflation.
hawkish	In the opinion of those Council members, the improving labour market situation, including the relatively fast employment growth in the enterprise sector, would act towards further consumption growth.
neutral	The US Fed and the ECB had made decisions in diverging policy directions in December.
neutral	The opinion was expressed that the risk to lending to the domestic economy posed by the deleveraging in the euro area and the fulfilment of the new regulatory requirements by European banks was not yet clear.
hawkish	The baseline projection for inflation was above the target over the period to 2012, assuming unchanged monetary conditions.
dovish	 On the supply side, the bumper agricultural year and the industrial output made the largest contributions to economic growth.
dovish	Statistical data confirm the continuation of disinflation and the attainment of NBR's 2006 objective - with year-on-year inflation falling to 4.87 percent in December, below the 5.0 percent target.
dovish	The financial crisis in some segments of the international credit market could lead to a downswing in European economic growth.
hawkish	In particular, favourable data on retail sales and improvement in leading business indicators, including a relatively high PMI, signalled steadily accelerating growth.
neutral	In the Council?s judgement, Hungarian economic growth might continue in a more balanced pattern than previously.
hawkish	Growth was expected to pick up gradually in the quarters ahead and to return to a more balanced structure, with domestic demand likely to make an increasing contribution.
hawkish	Growth in economic activity was also being significantly aided by an increase in investment in the private sector. 
hawkish	In that context, reference was made to the two-digit levels (particularly high from a historical perspective and compared with those recorded in 2016) further posted in Q3 by the annual dynamics of the average gross nominal wage and of the total hourly labour costs.
hawkish	They assessed that there is a considerable risk that in the medium term the GDP growth exceeding the growth of potential output will lead to a rise in inflation above the inflation target.
hawkish	 As a result of the earlier opening than the European average, the restart of the economy was expected to pick up significantly in the second quarter, which would support a rapid recovery of Hungarian GDP.
hawkish	Other Council members stressed that in the past few quarters core inflation remained at an elevated level.
dovish	This trend, in line with the central bank's forecasts in the latest Inflation Report, strengthens the favourable outlook for the annual inflation rate to fall below the 2.5 percent target in the forthcoming period.
dovish	Some members took the view that the lower-than-expected GDP data suggested the output gap might be larger than projected in the Report.
dovish	The Board agreed that the external environment in particular was a source of sizeable anti-inflationary shocks.
neutral	Monetary-policy relevant inflation would return towards the target at the end of this year and stay very close to the target next year.
hawkish	The size and timing of the interest rate increase was discussed. 
neutral	The Board also discussed the link between household consumption and other economic variables.
hawkish	The improvement in economic activity in Romania has further been fostered by the favourable performance of industrial output, fuelled mainly by external demand growth and the gradually rebounding domestic demand, amid a further narrow current account deficit.
dovish	Those Council members also pointed to the persistent unfavourable situation in the labour market as a factor contributing to lower consumption and, consequently, weaker economic activity.
neutral	The majority of Council members judged that, due to the uncertainty surrounding commodity prices which had a strong impact on the outlook for inflation, monetary policy should take a wait-and-see stance, leaving open the possibility of changing interest rates either up or down.
hawkish	It was shown that the implementation, be it even partial, of these measures would lead to an overheating of the economy and that the adverse effects might become manifest/strengthen over the medium and long term, especially if public investment were to be further postponed.
hawkish	Both developments had potentially negative implications for inflation expectations, as the output gap might be smaller, which might entail more modest disinflationary effects.
neutral	The Council judged that ? given the available information ? in the coming years inflation would run close to the inflation target.
hawkish	The growing domestic economy was fostering higher inflation
neutral	In line with the Bank?s expectations, there had not yet been any significant upward pressure on inflation from wages.
neutral	A majority of the board members agreed that inflation expectations were well anchored and that the rise in headline inflation due to the potential VAT change would be only temporary, as evidenced by previous experience.
neutral	It was assessed that global economic growth remained moderate.
hawkish	While addressing the current inflation, it was pointed out that following a long period of inflation running below the inflation target, in October the annual growth of consumer price exceeded the inflation target of 2.5%.
neutral	Looking forward, market uncertainty was likely to remain for some time.
neutral	Relative to monetary conditions, Board members showed that the spread between the key interbank money market rates and the monetary policy rate had gradually narrowed over the last two months of 2018, mainly amid the change in liquidity conditions, the inflation dynamics and the likely adjustment in banks? expectations on the evolution of some monetary policy parameters.
hawkish	Inflation was likely to stay mostly above the central bank's tolerance band until end of the year. 
neutral	Board members highlighted the ongoing dual nature of the key uncertainties about developments in inflation fundamentals.
hawkish	In addition, the actions taken by the Government could make a significant contribution to an increase in the potential growth rate of the economy and to securing a sustainable debt path for the country.
neutral	The weakened exchange rate was passing through to inflation in line with the forecast. 
neutral	In the meeting held today, 6 August 2021, based on the currently available data and assessments, and in light of the elevated uncertainty, the NBR Board decided to keep the monetary policy rate at 1.25 percent per annum, while preserving tight control over money market liquidity; moreover, it decided to leave unchanged the deposit facility rate at 0.75 percent per annum and the lending (Lombard) facility rate at 1.75 percent per annum.
hawkish	Behind the step-up in the annual inflation rate had stood primarily the faster dynamics of fuel prices, which had reverted to positive readings in December, prompted by the advance in oil prices on international markets.
neutral	It was observed that the annual growth rate of credit to the private sector had seen its decline come to a halt, remaining relatively constant in April and May, at a level only slightly below the Q1 average.
dovish	As expected, the sizeable downward correction had owed mainly to the disinflationary base effects which, during that period, had strongly marked the dynamics of volatile and administered prices and, to a lesser extent, the change in tobacco product prices.
dovish	The cut in the monetary policy rate to 7.5 percent also translates into a narrower gap between its level and the effective rate on sterilization operations.
hawkish	It was remarked that the latest developments pointed to economic growth slowing down in Q3, although remaining above potential, which implied the further widening of the positive output gap and hence the strengthening of the ensuing inflationary pressures.
neutral	In the Council?s judgement, a cautious approach to policy was warranted due to uncertainty related to the global financial environment.
neutral	The Council assessed that, despite favourable economic conditions and good labour market conditions, inflationary pressure remained limited and there were no imbalances building up in the economy.
dovish	Monetary Council members agreed that, in the current recessionary environment, the Bank?s 3% target for inflation was likely to be met on the horizon relevant for monetary policy.
hawkish	Council members unanimously underlined that the cycle of interest rate hikes should be executed on a monthly basis.
hawkish	The analysis of macroeconomic developments reveals ongoing positive annual growth in industrial output and exports. 
neutral	The board members agreed that the referendum result primarily implied an increase in uncertainty and that the main economic impacts associated with the probable Brexit lay beyond the monetary policy horizon, so they were not particularly relevant to current decision-making.
hawkish	In the Monetary Council?s view, the tightening of interest rate conditions was also supported by the reduction in the target amount of weekly purchases under the government securities programme from HUF 50 billion to HUF 40 billion.
dovish	This outlook enables the gradual easing of the monetary policy stance, while effectively anchoring inflation expectations and duly monitoring domestic and global developments.
dovish	External inflation, particularly in the euro area, was likely to remain low for a prolonged period.
neutral	Moreover, the importance of an adequate dosage and pace of adjustment of the monetary policy stance was reiterated, from the perspective of anchoring inflation expectations and maintaining the annual inflation rate on the trajectory shown by the NBR?s latest medium-term forecast, while safeguarding financial stability.
dovish	GDP growth would temporarily slow to 1.6% in 2011 as a result of fiscal consolidation, a decline in some specific investments and investment in inventories, and slowing growth in external economic activity.
neutral	At the same time, some Board members mentioned the need for closer correlation of economic policy decisions in order to prevent adverse effects on the real convergence process.
dovish	The sharp deterioration in the external environment worsened the short-term outlook for exports. 
hawkish	 Members agreed that CPI inflation in June and July had been higher than previously expected, as a result of higher unprocessed food prices and the increase in excise duties in the course of the year.
hawkish	Core inflation had been rising gradually as a result of an expansion in household consumption and an acceleration in wage growth.
hawkish	Labour demand had remained strong, and therefore the unemployment rate had fallen further in the second quarter, accompanied by an increase in the number of employees.
neutral	While considering the decision on interest rates, the Council concluded that the information on the economic situation released since the last meeting warranted keeping the interest rates unchanged at the current meeting.
dovish	In the monetary area it is worth noting the continued slowdown in real terms of the annual dynamics of credit to the private sector, especially of the leu-denominated component, amid still weak demand for loans against the background of the recession.
neutral	The Council considered the limit on the three-month deposit stock and its potential future change an integral part of monetary policy instruments.
dovish	According to the members? opinion, the prospective rate of growth of the Hungarian economy continues to slightly lag behind its potential.
dovish	The NBR Board decided to lower the minimum reserve requirements ratio on foreign currency-denominated liabilities with residual maturities of up to two years.
